tesis-core-api  | 
tesis-core-api  | 2026-07-08T02:05:08.425Z  INFO 1 --- [core-api] [           main] org.hibernate.Version                    : HHH000412: Hibernate ORM core version 6.3.1.Final
tesis-core-api  | 2026-07-08T02:05:08.584Z  INFO 1 --- [core-api] [           main] o.h.c.internal.RegionFactoryInitiator    : HHH000026: Second-level cache disabled
tesis-core-api  | 2026-07-08T02:05:09.468Z  INFO 1 --- [core-api] [           main] o.s.o.j.p.SpringPersistenceUnitInfo      : No LoadTimeWeaver setup: ignoring JPA class transformer
tesis-core-api  | 2026-07-08T02:05:09.617Z  WARN 1 --- [core-api] [           main] org.hibernate.orm.deprecation            : HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
tesis-core-api  | 2026-07-08T02:05:13.275Z  INFO 1 --- [core-api] [           main] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
tesis-core-api  | 2026-07-08T02:05:13.404Z  INFO 1 --- [core-api] [           main] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
tesis-core-api  | 2026-07-08T02:05:19.671Z  WARN 1 --- [core-api] [           main] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
tesis-core-api  | 2026-07-08T02:05:19.922Z  WARN 1 --- [core-api] [           main] .s.s.UserDetailsServiceAutoConfiguration : 
tesis-core-api  | 
tesis-core-api  | Using generated security password: 5f1507e5-742b-405f-834a-493515b7e169
tesis-core-api  | 
tesis-core-api  | This generated password is for development use only. Your security configuration must be updated before running your application in production.
tesis-core-api  | 
tesis-core-api  | 2026-07-08T02:05:21.524Z  INFO 1 --- [core-api] [           main] o.s.b.a.e.web.EndpointLinksResolver      : Exposing 3 endpoint(s) beneath base path '/actuator'
tesis-core-api  | 2026-07-08T02:05:21.751Z  INFO 1 --- [core-api] [           main] o.s.s.web.DefaultSecurityFilterChain     : Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5b51a4c7, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1a61721e, org.springframework.security.web.context.SecurityContextHolderFilter@13088030, org.springframework.security.web.header.HeaderWriterFilter@2b208574, org.springframework.web.filter.CorsFilter@6eb06667, org.springframework.security.web.authentication.logout.LogoutFilter@251ed676, com.tesis.ecommerce.coreapi.infrastructure.config.JwtAuthenticationFilter@731db93f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@14abde3e, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3637e628, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2f0dae44, org.springframework.security.web.session.SessionManagementFilter@4c666872, org.springframework.security.web.access.ExceptionTranslationFilter@509d0d21, org.springframework.security.web.access.intercept.AuthorizationFilter@20326436]
tesis-core-api  | 2026-07-08T02:05:24.178Z  INFO 1 --- [core-api] [           main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port 8080 (http) with context path ''
tesis-core-api  | 2026-07-08T02:05:24.187Z  INFO 1 --- [core-api] [           main] o.s.a.r.c.CachingConnectionFactory       : Attempting to connect to: [rabbitmq:5672]
tesis-core-api  | 2026-07-08T02:05:24.286Z  INFO 1 --- [core-api] [           main] o.s.a.r.c.CachingConnectionFactory       : Created new connection: rabbitConnectionFactory#40bac624:0/SimpleConnection@fc6c83a [delegate=amqp://guest@172.18.0.2:5672/, localPort=50236]
tesis-core-api  | 2026-07-08T02:05:24.455Z  INFO 1 --- [core-api] [           main] c.t.e.coreapi.CoreApiApplication         : Started CoreApiApplication in 33.998 seconds (process running for 36.174)
tesis-core-api  | 2026-07-08T02:05:24.818Z  INFO 1 --- [core-api] [nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
tesis-core-api  | 2026-07-08T02:05:24.819Z  INFO 1 --- [core-api] [nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
tesis-core-api  | 2026-07-08T02:05:24.822Z  INFO 1 --- [core-api] [nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 3 ms
tesis-core-api  | 2026-07-08T02:05:24.837Z DEBUG 1 --- [core-api] [nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /actuator/health
tesis-core-api  | 2026-07-08T02:05:24.859Z DEBUG 1 --- [core-api] [nio-8080-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
tesis-core-api  | 2026-07-08T02:05:24.863Z  WARN 1 --- [core-api] [nio-8080-exec-1] o.s.w.s.h.HandlerMappingIntrospector     : Cache miss for REQUEST dispatch to '/actuator/health' (previous null). Performing MatchableHandlerMapping lookup. This is logged once only at WARN level, and every time at TRACE.
tesis-core-api  | 2026-07-08T02:05:24.874Z DEBUG 1 --- [core-api] [nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /actuator/health
tesis-core-api  | 2026-07-08T02:05:26.426Z DEBUG 1 --- [core-api] [nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Securing POST /api/v1/auth/register
tesis-core-api  | 2026-07-08T02:05:26.428Z DEBUG 1 --- [core-api] [nio-8080-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
tesis-core-api  | 2026-07-08T02:05:26.436Z DEBUG 1 --- [core-api] [nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Secured POST /api/v1/auth/register
tesis-core-api  | 2026-07-08T02:05:27.356Z DEBUG 1 --- [core-api] [nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /api/v1/products
tesis-core-api  | 2026-07-08T02:05:27.452Z DEBUG 1 --- [core-api] [nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /api/v1/products
tesis-core-api  | 2026-07-08T02:05:27.526Z DEBUG 1 --- [core-api] [nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing POST /api/v1/cart/items
tesis-core-api  | 2026-07-08T02:05:27.533Z DEBUG 1 --- [core-api] [nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured POST /api/v1/cart/items
tesis-core-api  | 2026-07-08T02:05:27.724Z DEBUG 1 --- [core-api] [io-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing POST /api/v1/checkout
tesis-core-api  | 2026-07-08T02:05:27.740Z DEBUG 1 --- [core-api] [io-8080-exec-10] o.s.security.web.FilterChainProxy        : Secured POST /api/v1/checkout
tesis-core-api  | 2026-07-08T02:05:27.865Z  INFO 1 --- [core-api] [io-8080-exec-10] c.t.e.c.i.a.o.m.EventPublisherAdapter    : Published event: 1baff9b6-c302-4048-b500-1cdb10bbc265
tesis-core-api  | 2026-07-08T02:05:28.042Z DEBUG 1 --- [core-api] [nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /api/v1/checkout/1bd8b411-6b6c-4802-80dc-8ccd536a2bad
tesis-core-api  | 2026-07-08T02:05:28.080Z DEBUG 1 --- [core-api] [nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /api/v1/checkout/1bd8b411-6b6c-4802-80dc-8ccd536a2bad
tesis-core-api  | 2026-07-08T02:05:28.789Z  INFO 1 --- [core-api] [ntContainer#1-1] c.t.e.c.i.a.i.m.CheckoutEventConsumer    : Received checkout.failed event: 4ccfc1e4-9f68-4ea4-a0dd-e74dc78885a6
tesis-core-api  | 2026-07-08T02:05:28.814Z  INFO 1 --- [core-api] [ntContainer#1-1] c.t.e.c.i.a.i.m.CheckoutEventConsumer    : Checkout failed for request: 1bd8b411-6b6c-4802-80dc-8ccd536a2bad, reason: simulated decline
tesis-core-api  | 2026-07-08T02:05:30.144Z DEBUG 1 --- [core-api] [nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /api/v1/checkout/1bd8b411-6b6c-4802-80dc-8ccd536a2bad
tesis-core-api  | 2026-07-08T02:05:30.154Z DEBUG 1 --- [core-api] [nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /api/v1/checkout/1bd8b411-6b6c-4802-80dc-8ccd536a2bad
tesis-core-api  | 2026-07-08T02:05:30.188Z DEBUG 1 --- [core-api] [nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /api/v1/checkout/1bd8b411-6b6c-4802-80dc-8ccd536a2bad
tesis-core-api  | 2026-07-08T02:05:30.198Z DEBUG 1 --- [core-api] [nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /api/v1/checkout/1bd8b411-6b6c-4802-80dc-8ccd536a2bad
